央视,#genre#
云南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225538/2/index.m3u8
云南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225664/2/index.m3u8

甘肃卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225859/2/index.m3u8
甘肃卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225536/2/index.m3u8
甘肃卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225724/2/index.m3u8

宁夏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225862/2/index.m3u8
宁夏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225535/2/index.m3u8
宁夏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225726/2/index.m3u8

内蒙古卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225882/2/index.m3u8
内蒙古卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225533/2/index.m3u8
内蒙古卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225667/2/index.m3u8

青海卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225883/2/index.m3u8
青海卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225546/2/index.m3u8
青海卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225727/2/index.m3u8

西藏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225887/2/index.m3u8
西藏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225562/2/index.m3u8
西藏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225723/2/index.m3u8

新疆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225837/2/index.m3u8
新疆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225534/2/index.m3u8
新疆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225725/2/index.m3u8

兵团卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225879/2/index.m3u8
兵团卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225530/2/index.m3u8

娱乐,#genre#
重庆汽摩,http://39.135.139.214:6610/PLTV/88888888/224/3221225506/2/index.m3u8
梨园频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225581/2/index.m3u8
武术世界,http://39.135.139.214:6610/PLTV/88888888/224/3221225508/2/index.m3u8
南方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225900/2/index.m3u8
江苏靓妆,http://39.135.139.214:6610/PLTV/88888888/224/3221225509/2/index.m3u8
金鹰卡通,http://39.135.139.214:6610/PLTV/88888888/224/3221225832/2/index.m3u8
金鹰卡通,http://39.135.139.214:6610/PLTV/88888888/224/3221225554/2/index.m3u8
金鹰卡通,http://39.135.139.214:6610/PLTV/88888888/224/3221225721/2/index.m3u8
优漫卡通,http://39.135.139.214:6610/PLTV/88888888/224/3221225904/2/index.m3u8
优漫卡通,http://39.135.139.214:6610/PLTV/88888888/224/3221225665/2/index.m3u8
哈哈炫动,http://39.135.139.214:6610/PLTV/88888888/224/3221225902/2/index.m3u8
哈哈炫动,http://39.135.139.214:6610/PLTV/88888888/224/3221225560/2/index.m3u8
哈哈炫动,http://39.135.139.214:6610/PLTV/88888888/224/3221225720/2/index.m3u8
卡酷少儿,http://39.135.139.214:6610/PLTV/88888888/224/3221225812/2/index.m3u8
卡酷少儿,http://39.135.139.214:6610/PLTV/88888888/224/3221225677/2/index.m3u8
嘉佳卡通,http://39.135.139.214:6610/PLTV/88888888/224/3221225898/2/index.m3u8
黑莓动画,http://39.135.139.214:6610/PLTV/88888888/224/3221225672/2/index.m3u8
黑莓电竞,http://39.135.139.214:6610/PLTV/88888888/224/3221225653/2/index.m3u8
黑莓电竞,http://39.135.139.214:6610/PLTV/88888888/224/3221225749/2/index.m3u8
黑莓电竞,http://39.135.139.214:6610/PLTV/88888888/224/3221225750/2/index.m3u8
黑莓电影,http://39.135.139.214:6610/PLTV/88888888/224/3221225718/2/index.m3u8
黑莓电影,http://39.135.139.214:6610/PLTV/88888888/224/3221225764/2/index.m3u8
黑莓电影,http://39.135.139.214:6610/PLTV/88888888/224/3221225769/2/index.m3u8
纪实人文,http://39.135.139.214:6610/PLTV/88888888/224/3221225609/2/index.m3u8
纪实人文,http://39.135.139.214:6610/PLTV/88888888/224/3221225654/2/index.m3u8
纪实人文,http://39.135.139.214:6610/PLTV/88888888/224/3221225655/2/index.m3u8
篮球,http://39.135.139.214:6610/PLTV/88888888/224/3221225876/2/index.m3u8
中国交通,http://39.135.139.214:6610/PLTV/88888888/224/3221225877/2/index.m3u8
中华美食,http://39.135.139.214:6610/PLTV/88888888/224/3221225878/2/index.m3u8
中华美食,http://39.135.139.214:6610/PLTV/88888888/224/3221225924/2/index.m3u8
未知-1,http://39.135.139.214:6610/PLTV/88888888/224/3221225716/2/index.m3u8
未知-2,http://39.135.139.214:6610/PLTV/88888888/224/3221225712/2/index.m3u8

在线学习,#genre#
小学一年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225968/2/index.m3u8
小学一年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225967/2/index.m3u8
小学一年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225966/2/index.m3u8
小学二年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225965/2/index.m3u8
小学二年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225964/2/index.m3u8
小学二年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225963/2/index.m3u8
小学三年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225962/2/index.m3u8
小学三年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225961/2/index.m3u8
小学三年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225960/2/index.m3u8
小学四年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225959/2/index.m3u8
小学四年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225958/2/index.m3u8
小学四年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225957/2/index.m3u8
小学五年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225956/2/index.m3u8
小学五年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225955/2/index.m3u8
小学五年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225954/2/index.m3u8
小学六年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225953/2/index.m3u8
小学六年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225952/2/index.m3u8
小学六年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225951/2/index.m3u8
初中一年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225950/2/index.m3u8
初中一年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225949/2/index.m3u8
初中一年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225948/2/index.m3u8
初中一年级4频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225947/2/index.m3u8
初中二年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225946/2/index.m3u8
初中二年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225945/2/index.m3u8
初中二年级3频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225944/2/index.m3u8
初中二年级4频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225943/2/index.m3u8
南昌初中三年级,http://39.135.139.214:6610/PLTV/88888888/224/3221225942/2/index.m3u8
高中一年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225941/2/index.m3u8
高中一年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225940/2/index.m3u8
高中二年级1频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225939/2/index.m3u8
高中二年级2频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225938/2/index.m3u8
学而思-1,http://39.135.139.214:6610/PLTV/88888888/224/3221225931/2/index.m3u8
学而思-2,http://39.135.139.214:6610/PLTV/88888888/224/3221225926/2/index.m3u8
学而思-3,http://39.135.139.214:6610/PLTV/88888888/224/3221225925/2/index.m3u8
学而思-4,http://39.135.139.214:6610/PLTV/88888888/224/3221225932/2/index.m3u8
学而思-5,http://39.135.139.214:6610/PLTV/88888888/224/3221225933/2/index.m3u8
学而思-6,http://39.135.139.214:6610/PLTV/88888888/224/3221225935/2/index.m3u8
学而思-7,http://39.135.139.214:6610/PLTV/88888888/224/3221225930/2/index.m3u8
学而思-8,http://39.135.139.214:6610/PLTV/88888888/224/3221225927/2/index.m3u8
学而思-9,http://39.135.139.214:6610/PLTV/88888888/224/3221225934/2/index.m3u8
学而思-10,http://39.135.139.214:6610/PLTV/88888888/224/3221225928/2/index.m3u8
学而思-11,http://39.135.139.214:6610/PLTV/88888888/224/3221225936/2/index.m3u8
学而思-12,http://39.135.139.214:6610/PLTV/88888888/224/3221225929/2/index.m3u8

购物广告,#genre#
风尚购物,http://39.135.139.214:6610/PLTV/88888888/224/3221225970/2/index.m3u8
好享购物,http://39.135.139.214:6610/PLTV/88888888/224/3221225973/2/index.m3u8
央广购物,http://39.135.139.214:6610/PLTV/88888888/224/3221225974/2/index.m3u8
家有购物,http://39.135.139.214:6610/PLTV/88888888/224/3221225971/2/index.m3u8
购物,http://39.135.139.214:6610/PLTV/88888888/224/3221225975/2/index.m3u8
聚鲨环球精选,http://39.135.139.214:6610/PLTV/88888888/224/3221225972/2/index.m3u8
彩民在线,http://39.135.139.214:6610/PLTV/88888888/224/3221225505/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225681/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225682/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225683/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225684/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225685/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225686/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225687/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225688/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225760/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225761/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225788/2/index.m3u8
下线待定,http://39.135.139.214:6610/PLTV/88888888/224/3221225789/2/index.m3u8
